Phase,Metric,Epoch,Value
train,Loss,0,0.6351660788059235
train,Loss,1,0.5966020375490189
train,Loss,2,0.5699267238378525
train,Loss,3,0.549983024597168
train,Loss,4,0.5339048504829407
train,Loss,5,0.5197531133890152
train,Loss,6,0.5072506666183472
train,Loss,7,0.4961421340703964
train,Loss,8,0.4870236963033676
train,Loss,9,0.47821225225925446
train,Loss,10,0.4701993018388748
train,Loss,11,0.4631105363368988
train,Loss,12,0.4554523378610611
train,Loss,13,0.44973138719797134
train,Loss,14,0.44254667311906815
train,Loss,15,0.4360079914331436
train,Loss,16,0.4301954507827759
train,Loss,17,0.4237143471837044
train,Loss,18,0.41657406836748123
train,Loss,19,0.41167254000902176
train,Loss,20,0.40481217205524445
train,Loss,21,0.39985498785972595
train,Loss,22,0.39668937772512436
train,Loss,23,0.3903590589761734
train,Loss,24,0.385510191321373
train,Loss,25,0.3803875669836998
train,Loss,26,0.3761972635984421
train,Loss,27,0.3710964545607567
train,Loss,28,0.3675372824072838
train,Loss,29,0.3637383058667183
train,Loss,30,0.3598747029900551
train,Loss,31,0.3577885255217552
train,Loss,32,0.3526066839694977
train,Loss,33,0.34901928156614304
train,Loss,34,0.3453057259321213
train,Loss,35,0.3425069898366928
train,Loss,36,0.3393835052847862
train,Loss,37,0.3356714993715286
train,Loss,38,0.3322663903236389
train,Loss,39,0.3297634422779083
train,Loss,40,0.32644297927618027
train,Loss,41,0.32285289466381073
train,Loss,42,0.32084764540195465
train,Loss,43,0.31747351586818695
train,Loss,44,0.31529437750577927
train,Loss,45,0.3118136152625084
train,Loss,46,0.31090475618839264
train,Loss,47,0.3081197142601013
train,Loss,48,0.30365779250860214
train,Loss,49,0.30168042331933975
train,Loss,50,0.2981945723295212
train,Loss,51,0.2961266189813614
train,Loss,52,0.2923767417669296
train,Loss,53,0.29006921499967575
train,Loss,54,0.2895165905356407
train,Loss,55,0.2851821258664131
train,Loss,56,0.2829192206263542
train,Loss,57,0.2809993028640747
train,Loss,58,0.2784905210137367
train,Loss,59,0.27558061480522156
train,Loss,60,0.2729179561138153
train,Loss,61,0.2710817977786064
train,Loss,62,0.26815691590309143
train,Loss,63,0.26610369980335236
train,Loss,64,0.26374009996652603
train,Loss,65,0.2617366164922714
train,Loss,66,0.2592329680919647
train,Loss,67,0.25705698132514954
train,Loss,68,0.25565601140260696
train,Loss,69,0.2525900527834892
train,Loss,70,0.2503611892461777
train,Loss,71,0.24932720512151718
train,Loss,72,0.2471424639225006
train,Loss,73,0.24455811083316803
train,Loss,74,0.2425786666572094
train,Loss,75,0.24032744392752647
train,Loss,76,0.23801324144005775
train,Loss,77,0.23685980960726738
train,Loss,78,0.23486554622650146
train,Loss,79,0.23284083977341652
train,Loss,80,0.22999601066112518
train,Loss,81,0.2291296273469925
train,Loss,82,0.22819595783948898
train,Loss,83,0.2242276966571808
train,Loss,84,0.22222958505153656
train,Loss,85,0.22108183801174164
train,Loss,86,0.21899081021547318
train,Loss,87,0.2171430140733719
train,Loss,88,0.21629288792610168
train,Loss,89,0.21348189935088158
train,Loss,90,0.21197396516799927
train,Loss,91,0.2100483700633049
train,Loss,92,0.2085944451391697
train,Loss,93,0.20740443840622902
train,Loss,94,0.20627103000879288
train,Loss,95,0.20456774160265923
train,Loss,96,0.20229317620396614
train,Loss,97,0.20054545998573303
train,Loss,98,0.19893287122249603
train,Loss,99,0.19708656147122383
train,Dice,0,0.4933266267180443
