Phase,Metric,Epoch,Value
train,Loss,0,0.8198884963989258
train,Loss,1,0.7014638569619921
train,Loss,2,0.6361163642671374
train,Loss,3,0.5885977930492825
train,Loss,4,0.5556023120880127
train,Loss,5,0.5231865869628058
train,Loss,6,0.4993478682306078
train,Loss,7,0.4784386952718099
train,Loss,8,0.46037857797410753
train,Loss,9,0.4464671313762665
train,Loss,10,0.4328663170337677
train,Loss,11,0.41352212296591867
train,Loss,12,0.40540821154912315
train,Loss,13,0.4006956120332082
train,Loss,14,0.39048355751567415
train,Loss,15,0.37167528801494176
train,Loss,16,0.3686488277382321
train,Loss,17,0.36248981489075555
train,Loss,18,0.3618499610159132
train,Loss,19,0.3482288314236535
train,Loss,20,0.33896014557944404
train,Loss,21,0.34278575347529516
train,Loss,22,0.3329517917500602
train,Loss,23,0.32303750183847213
train,Loss,24,0.3259355783462524
train,Loss,25,0.32167310615380607
train,Loss,26,0.313598589764701
train,Loss,27,0.30816515121195054
train,Loss,28,0.3056147942940394
train,Loss,29,0.3027125236060884
train,Loss,30,0.2999529163042704
train,Loss,31,0.29682969119813707
train,Loss,32,0.2915717956092623
train,Loss,33,0.28643173310491776
train,Loss,34,0.28343584570619795
train,Loss,35,0.28124324083328245
train,Loss,36,0.28288185430897606
train,Loss,37,0.28087388310167527
train,Loss,38,0.26794947551356424
train,Loss,39,0.2665360556708442
train,Loss,40,0.2736570364899106
train,Loss,41,0.26581176618735
train,Loss,42,0.26730291843414306
train,Loss,43,0.273424102862676
train,Loss,44,0.26791206101576487
train,Loss,45,0.2539458155632019
train,Loss,46,0.26043190161387125
train,Loss,47,0.2595052126381132
train,Loss,48,0.25070631702740986
train,Loss,49,0.24650581346617806
train,Loss,50,0.26134268244107567
train,Loss,51,0.25439368221494885
train,Loss,52,0.24977378050486246
train,Loss,53,0.2563798086510764
train,Loss,54,0.2475512421793408
train,Loss,55,0.2459814747174581
train,Loss,56,0.2457568046119478
train,Loss,57,0.24327058262295193
train,Loss,58,0.25272371371587116
train,Loss,59,0.23833876914448207
train,Loss,60,0.23930401735835605
train,Loss,61,0.24314543273713854
train,Loss,62,0.234218966960907
train,Loss,63,0.24214338527785406
train,Loss,64,0.23894124494658575
train,Loss,65,0.24341648585266537
train,Loss,66,0.2268136673503452
train,Loss,67,0.2387748897075653
train,Loss,68,0.241515013244417
train,Loss,69,0.22869245443079206
train,Loss,70,0.2330737547741996
train,Loss,71,0.23689605792363486
train,Loss,72,0.23436477349864113
train,Loss,73,0.2336943656206131
train,Loss,74,0.22448110414875877
train,Loss,75,0.23309312330351936
train,Loss,76,0.23328759057654275
train,Loss,77,0.22668823699156443
train,Loss,78,0.2366198162237803
train,Loss,79,0.2211354489127795
train,Loss,80,0.22215532726711698
train,Loss,81,0.23232962754037645
train,Loss,82,0.2237924211555057
train,Loss,83,0.23187678820557064
train,Loss,84,0.22986437413427566
train,Loss,85,0.22687062240309186
train,Loss,86,0.22017528033918804
train,Loss,87,0.21914091408252717
train,Loss,88,0.2243921505080329
train,Loss,89,0.21118910908699035
train,Loss,90,0.22220491899384393
train,Loss,91,0.2117154896259308
train,Loss,92,0.22169099549452465
train,Loss,93,0.21827823585934109
train,Loss,94,0.21425625880559285
train,Loss,95,0.2112804068459405
train,Loss,96,0.21249645517932045
train,Loss,97,0.22729138831297557
train,Loss,98,0.21429570515950522
train,Loss,99,0.211962728202343
train,Dice,0,0.31292023989889356
train,Dice,1,0.31352996031443275
train,Dice,2,0.3728370726108551
train,Dice,3,0.5507079448964861
train,Dice,4,0.6466919249958463
train,Dice,5,0.6471462448438009
train,Dice,6,0.6469429479704962
train,Dice,7,0.6469400286674499
train,Dice,8,0.6470774571100871
train,Dice,9,0.6467972411049737
train,Dice,10,0.6466768278015984
train,Dice,11,0.6474056879679362
train,Dice,12,0.6472009698549906
train,Dice,13,0.6462599992752075
train,Dice,14,0.6465732799635993
train,Dice,15,0.647455428706275
train,Dice,16,0.6470255414644878
train,Dice,17,0.647110104560852
train,Dice,18,0.6465689566400316
train,Dice,19,0.6468174881405301
train,Dice,20,0.6471745424800449
train,Dice,21,0.6468951914045545
train,Dice,22,0.6483224153518676
train,Dice,23,0.6516063173611959
train,Dice,24,0.656753831439548
train,Dice,25,0.6747556964556376
train,Dice,26,0.6832847674687703
train,Dice,27,0.6984167721536424
train,Dice,28,0.7141243272357517
train,Dice,29,0.7307621532016331
train,Dice,30,0.7429011702537537
train,Dice,31,0.7526529669761658
train,Dice,32,0.7553899473614163
train,Dice,33,0.764895126554701
train,Dice,34,0.7776291052500407
train,Dice,35,0.7787287897533841
train,Dice,36,0.7820693254470825
train,Dice,37,0.7839159025086297
train,Dice,38,0.7963143547375997
train,Dice,39,0.7936479091644287
train,Dice,40,0.7977312644322713
train,Dice,41,0.7990356471803454
train,Dice,42,0.798240586121877
train,Dice,43,0.7920558889706929
train,Dice,44,0.7960786806212531
train,Dice,45,0.8109474645720588
train,Dice,46,0.8027738531430563
train,Dice,47,0.8034057286050584
train,Dice,48,0.8125156402587891
train,Dice,49,0.8146336502499051
train,Dice,50,0.8087297757466634
train,Dice,51,0.8091065817409091
train,Dice,52,0.8140374832683139
train,Dice,53,0.8097959452205234
train,Dice,54,0.8114203651746114
train,Dice,55,0.8117642124493917
train,Dice,56,0.8150956696934171
train,Dice,57,0.8197149170769585
train,Dice,58,0.8109258400069342
train,Dice,59,0.8199168112542894
train,Dice,60,0.8211666040950352
train,Dice,61,0.8157736274931165
train,Dice,62,0.8208538134892781
train,Dice,63,0.8185410618782043
train,Dice,64,0.8193703161345588
train,Dice,65,0.8147740271356371
train,Dice,66,0.8233496533499823
train,Dice,67,0.8168325304985047
train,Dice,68,0.8120898498429192
train,Dice,69,0.8233712620205349
train,Dice,70,0.824260965983073
train,Dice,71,0.8214966071976556
train,Dice,72,0.8247017807430691
train,Dice,73,0.8237846546702915
train,Dice,74,0.8293645898501079
train,Dice,75,0.8178776052263048
train,Dice,76,0.8211237086190117
train,Dice,77,0.8297102676497565
train,Dice,78,0.8223800672425164
train,Dice,79,0.829180203543769
train,Dice,80,0.8297373162375556
train,Dice,81,0.8193720910284255
train,Dice,82,0.827804254160987
train,Dice,83,0.8187206215328641
train,Dice,84,0.8233406106630962
train,Dice,85,0.8211852537261115
train,Dice,86,0.8381130708588495
train,Dice,87,0.8291984531614516
train,Dice,88,0.8247390402687921
train,Dice,89,0.8371650762028164
train,Dice,90,0.8273850626415676
train,Dice,91,0.8362072255876329
train,Dice,92,0.8260754863421123
train,Dice,93,0.8287578807936774
train,Dice,94,0.836078143119812
train,Dice,95,0.8361635724703471
train,Dice,96,0.8348979088995192
train,Dice,97,0.8267363799942864
train,Dice,98,0.8319749805662368
train,Dice,99,0.8386444184515212
train,Jaccard,0,0.29255479640430876
train,Jaccard,1,0.2960784547858768
train,Jaccard,2,0.35541128516197207
train,Jaccard,3,0.5333172063032786
train,Jaccard,4,0.6290966934627957
train,Jaccard,5,0.6299041880501641
train,Jaccard,6,0.6295606467458937
train,Jaccard,7,0.6295461694399516
train,Jaccard,8,0.6298061635759141
train,Jaccard,9,0.6292913277943929
train,Jaccard,10,0.6290829486317104
train,Jaccard,11,0.630371450053321
train,Jaccard,12,0.6299940281444125
